id,region,country,subnat_region
188483,"Kasoa, Central Region",Ghana,"Kasoa, Central Region"
188563,,The Democratic Republic of the Congo,
188666,Minatitlán,Mexico,Minatitlán
188732,"Preah Vihear Province, Chaeb District",Cambodia,"Preah Vihear Province, Chaeb District"
188753,Kyzyl-Ai village,Kyrgyzstan,Kyzyl-Ai village
188910,Tsalenjikha,Georgia,Tsalenjikha
188980,Santa Cruz - Cutervo - Cajamarca,Peru,Santa Cruz - Cutervo - Cajamarca
189038,"Larena-Kinamandagan, Lazi, Siquijor",Philippines,"Larena-Kinamandagan, Lazi, Siquijor"
189111,"Ronda, Cebu",Philippines,"Ronda, Cebu"
189227,Nkota-kota,Malawi,Nkota-kota
189229,Blantyre,Malawi,Blantyre
189238,Ncheu,Malawi,Ncheu
189240,"Kabula, Blantyre",Malawi,"Kabula, Blantyre"
189259,Nkhata Bay,Malawi,Nkhata Bay
189266,Liwonde,Malawi,Liwonde
189278,Mulanje,Malawi,Mulanje
189286,Tserovani,Georgia,Tserovani
189466,"Pum village, Batken region",Kyrgyzstan,"Pum village, Batken region"
189714,"De Vera, Cauayan City, Isabela",Philippines,"De Vera, Cauayan City, Isabela"
189804,Satuiatua,Samoa,Satuiatua
189913,Keshalo,Georgia,Keshalo
189952,Nezahualcoyotl,Mexico,Nezahualcoyotl
189956,Mahou,Mali,Mahou
190021,Puebla,Mexico,Puebla
190045,Khokhana,Nepal,Khokhana
190173,Getahovit village,Armenia,Getahovit village
190215,Tkhilnari,Georgia,Tkhilnari
190221,Nuevo León,Mexico,Nuevo León
190237,Baja California,Mexico,Baja California
190238,"Larena - SANDUGAN, LARENA SIQUJOR",Philippines,"Larena - SANDUGAN, LARENA SIQUJOR"
190246,Michoacan,Mexico,Michoacan
190248,Sinaloa,Mexico,Sinaloa
190395,Katrahong,South Africa,Katrahong
190452,Kroubadougou,Mali,Kroubadougou
190475,Nonsombougou,Mali,Nonsombougou
190602,"Bashky-Terek village, Jalalabat region",Kyrgyzstan,"Bashky-Terek village, Jalalabat region"
190618,"Dolores Hidalgo, San Felipe",Mexico,"Dolores Hidalgo, San Felipe"
190661,Shashiani,Georgia,Shashiani
190690,"Ejido la Soledad, San Jose del Rincon",Mexico,"Ejido la Soledad, San Jose del Rincon"
190695,"Teeke village, Osh region",Kyrgyzstan,"Teeke village, Osh region"
190705,"Mondulkiri province,  Keo Seima district",Cambodia,"Mondulkiri province,  Keo Seima district"
190739,Hill brow,South Africa,Hill brow
190754,Antsirabe,Madagascar,Antsirabe
190770,"Steung Treng Province, Thala Barivat District",Cambodia,"Steung Treng Province, Thala Barivat District"
190914,"Guadalupe Buenavista, San Felipe del Progreso.",Mexico,"Guadalupe Buenavista, San Felipe del Progreso."
190918,"Siutu Salailua, Savaii",Samoa,"Siutu Salailua, Savaii"
190970,"Hovuni village, Shirak region",Armenia,"Hovuni village, Shirak region"
191093,"Choteje, San Felipe del Progreso",Mexico,"Choteje, San Felipe del Progreso"
191250,"Balangasan, Pagadian",Philippines,"Balangasan, Pagadian"
191270,Chanieti,Georgia,Chanieti
191310,"Brgy. Lugo, Anganad, Banaue, Ifugao",Philippines,"Brgy. Lugo, Anganad, Banaue, Ifugao"
191544,Culiacán,Mexico,Culiacán
191680,Vaiafai Savaii,Samoa,Vaiafai Savaii
191695,"Sto. ñino, Tukuran Zamboanga del Sur",Philippines,"Sto. ñino, Tukuran Zamboanga del Sur"
191797,Bassa Community,Liberia,Bassa Community
191821,Tsoniarissi,Georgia,Tsoniarissi
191849,Nazereth,Israel,Nazereth
191860,"Brgy. Ujah, Banaue, Ifugao",Philippines,"Brgy. Ujah, Banaue, Ifugao"
192021,"O-Chrey Village, Preaek Brasab Commune, Preaek Bra",Cambodia,"O-Chrey Village, Preaek Brasab Commune, Preaek Bra"
192064,"Kratie Province, Snoul District",Cambodia,"Kratie Province, Snoul District"
192078,"Pursat Province, Kandieng district",Cambodia,"Pursat Province, Kandieng district"
192124,Orange Grove,South Africa,Orange Grove
192130,Tangerang Selatan,Indonesia,Tangerang Selatan
192362,Mokhisi,Georgia,Mokhisi
192395,Assin Akonfodi,Ghana,Assin Akonfodi
192461,"Sindangan-Siayan, Zamboanga del Norte",Philippines,"Sindangan-Siayan, Zamboanga del Norte"
192471,Coto Brus,Costa Rica,Coto Brus
192487,"Kandal province, Ponhea Leu district",Cambodia,"Kandal province, Ponhea Leu district"
192558,Hatillo centro,Costa Rica,Hatillo centro
192947,"Kampong Thom Province,Stoeung Sen District",Cambodia,"Kampong Thom Province,Stoeung Sen District"
193140,Ingiri,Georgia,Ingiri
193196,"San Francisco Solo, San Jose del Rincon",Mexico,"San Francisco Solo, San Jose del Rincon"
193221,Orange Farm,South Africa,Orange Farm
193260,Darkuman,Ghana,Darkuman
193271,CommercialAvenue NW Province,Cameroon,CommercialAvenue NW Province
193306,Muramvya,Burundi,Muramvya
193316,Mereti,Georgia,Mereti
193373,Arin - Calca - Calca - Cusco,Peru,Arin - Calca - Calca - Cusco
193392,Sisian region,Armenia,Sisian region
193447,Coyoacan,Mexico,CDMX
193507,Behind Travellers Mankon Bamenda,Cameroon,Behind Travellers Mankon Bamenda
193510,Awudome,Ghana,Awudome
193574,Xochitepec,Mexico,Xochitepec
193635,"Mbengwi, NW. Province",Cameroon,"Mbengwi, NW. Province"
193689,Bethlehem- West Bank,Palestine,Bethlehem- West Bank
193714,Kawangware,Kenya,Kawangware
193723,"Small Mankon, Bamenda, NW. Province",Cameroon,"Small Mankon, Bamenda, NW. Province"
193824,Jalisco,Mexico,Jalisco
193942,"Sindangan - Mandih, Sindangan, Zamboanga del Norte",Philippines,"Sindangan - Mandih, Sindangan, Zamboanga del Norte"
194056,Carmen annex,Philippines,Carmen annex
194088,Kintsvisi,Georgia,Kintsvisi
194116,Iriani,Kenya,Iriani
194121,Brixton Johannesburg,South Africa,Brixton Johannesburg
194140,ANTA-COMPONE-CUSCO,Peru,ANTA-COMPONE-CUSCO
194162,"Santa Cruz, Veracruz",Mexico,"Santa Cruz, Veracruz"
194338,"San Ignacio, San Mateo, Isabela",Philippines,"San Ignacio, San Mateo, Isabela"
194368,"Estrella, Rizal, Nueva Ecija",Philippines,"Estrella, Rizal, Nueva Ecija"
194438,"Merida, Leyte",Philippines,"Merida, Leyte"
194492,San Ignacio San Mateo,Philippines,San Ignacio San Mateo
194565,"Kratie Province, Sambour District",Cambodia,"Kratie Province, Sambour District"
194602,"Nshavan village, Ararat region",Armenia,"Nshavan village, Ararat region"
194665,Vartsikhe,Georgia,Vartsikhe
194671,"Dasht village, Armavir region",Armenia,"Dasht village, Armavir region"
194702,Ségbé,Togo,Ségbé
194819,Lehvaz village of Syunik region,Armenia,Lehvaz village of Syunik region
194830,"San Ignacio,San Mateo, Isabela",Philippines,"San Ignacio,San Mateo, Isabela"
194862,"San Lucas, San Felipe del Progreso",Mexico,"San Lucas, San Felipe del Progreso"
194884,"Lawig, Lamut, Ifugao",Philippines,"Lawig, Lamut, Ifugao"
194944,"Siem Reap province, Chi Kreng district",Cambodia,"Siem Reap province, Chi Kreng district"
195044,"Tangi, Odisha",India,"Tangi, Odisha"
195699,Kokouna-Hameau,Mali,Kokouna-Hameau
195730,Las Pinas City,Philippines,Las Pinas City
195746,"Kandal Province, Ksach Kandal District ",Cambodia,"Kandal Province, Ksach Kandal District "
195777,"Talaa village, Osh region",Kyrgyzstan,"Talaa village, Osh region"
195818,DIDIENI,Mali,DIDIENI
195889,"Siem Reap Province, Kror Lanh district",Cambodia,"Siem Reap Province, Kror Lanh district"
195905,Monte Plata,Dominican Republic,Monte Plata
195953,"Baclaran, Paranaque",Philippines,"Baclaran, Paranaque"
196030,"Las Pinas, Paranaque",Philippines,"Las Pinas, Paranaque"
196106,"Binondo, Manila",Philippines,"Binondo, Manila"
196125,"Gerei-Shoron village, Batken region",Kyrgyzstan,"Gerei-Shoron village, Batken region"
196320,Blizhniy Aral village,Kyrgyzstan,Blizhniy Aral village
196424,"Saratak village, Shirak region",Armenia,"Saratak village, Shirak region"
196441,Aksy village,Kyrgyzstan,Aksy village
196476,Temensuu village,Kyrgyzstan,Temensuu village
196526,Yalí,Colombia,Yalí
196655,"Kumush-Aziz village, Jalalabat region",Kyrgyzstan,"Kumush-Aziz village, Jalalabat region"
196688,Alto Chijini,Bolivia,Alto Chijini
196832,Homabay,Kenya,Homabay
196938,El Peje de Daniel Flores,Costa Rica,El Peje de Daniel Flores
197187,Ganakhleba,Georgia,Ganakhleba
197315,Zona Suroeste,Colombia,Zona Suroeste
197335,"Begunia, Odisha",India,"Begunia, Odisha"
197522,"Barcolan Gamu, Isabela",Philippines,"Barcolan Gamu, Isabela"
197571,Ozamis-Villa Consuelo Ozamiz City,Philippines,Ozamis-Villa Consuelo Ozamiz City
197632,"Barcolan, Gamu, Isabela",Philippines,"Barcolan, Gamu, Isabela"
197682,Oktomberi,Georgia,Oktomberi
197693,"San Ramon Aurora, Isabela",Philippines,"San Ramon Aurora, Isabela"
197710,"Ak-Zhol village, Jalalabat region",Kyrgyzstan,"Ak-Zhol village, Jalalabat region"
197712,Khidari,Georgia,Khidari
197725,Baghdadi,Georgia,Baghdadi
197821,"Oroquieta-Ibabao, Aloran, Misamis Occidental",Philippines,"Oroquieta-Ibabao, Aloran, Misamis Occidental"
197862,Hawaii,United States,Hawaii
198076,Denpasar,Indonesia,Denpasar
198183,Uch-Kainar village,Kyrgyzstan,Uch-Kainar village
198186,Akhkepri,Georgia,Akhkepri
198189,Laos,Lao People's Democratic Republic,Laos
198286,Yambio,South Sudan,Yambio
198298,"Doña Lucia, Quezon, Nueva Ecija",Philippines,"Doña Lucia, Quezon, Nueva Ecija"
198313,"Macanao, Luna, Isabela",Philippines,"Macanao, Luna, Isabela"
198343,Tolebi,Georgia,Tolebi
198357,"Pine Bluff, Arkansas",United States,"Pine Bluff, Arkansas"
198363,"Jharsuguda, Odisha",India,"Jharsuguda, Odisha"
198386,Purisima,Colombia,Purisima
198398,"Research Minante 1, Cauayan City,  Isabela",Philippines,"Research Minante 1, Cauayan City,  Isabela"
198462,"Larena-Lalao, San Juan, Siquijor",Philippines,"Larena-Lalao, San Juan, Siquijor"
198476,"Balangir, Odisha",India,"Balangir, Odisha"
198624,"District 3, San Manuel, Isabela",Philippines,"District 3, San Manuel, Isabela"
198630,"Suzak district, Jalalabat region",Kyrgyzstan,"Suzak district, Jalalabat region"
198632,"Del Pilar, Alicia, Isabela",Philippines,"Del Pilar, Alicia, Isabela"
198702,Karaunkur village,Kyrgyzstan,Karaunkur village
198782,"Bayastan village, Jalalabat region",Kyrgyzstan,"Bayastan village, Jalalabat region"
198812,"Liloy- Camul, Tampilisan, Zamboanga del Norte",Philippines,"Liloy- Camul, Tampilisan, Zamboanga del Norte"
198873,Novopavlovka village,Kyrgyzstan,Novopavlovka village
198884,"Ur-Maral village, Talas region",Kyrgyzstan,"Ur-Maral village, Talas region"
198919,Atizapan De Zaragoza,Mexico,Atizapan De Zaragoza
198930,"Liloy-Lawagan, Labason, Zamboanga del Norte",Philippines,"Liloy-Lawagan, Labason, Zamboanga del Norte"
199040,"Brgy. Macate, Bambang, Nueva Vizcaya",Philippines,"Brgy. Macate, Bambang, Nueva Vizcaya"
199061,"Baung, Piat, Cagayan",Philippines,"Baung, Piat, Cagayan"
199152,Sinazongwe,Zambia,Sinazongwe
199213,"Tangub-Polao, Tangub City, Misamis Occidental",Philippines,"Tangub-Polao, Tangub City, Misamis Occidental"
199222,San Felipe del Progreso.,Mexico,San Felipe del Progreso.
199265,Guripuli,Georgia,Guripuli
199282,Betafo,Madagascar,Betafo
199291,"Ozamis-P2 Gango, Ozamiz City, Mis. Occ.",Philippines,"Ozamis-P2 Gango, Ozamiz City, Mis. Occ."
199328,"Aquib, Piat, Cagayan",Philippines,"Aquib, Piat, Cagayan"
199330,Dzegvi,Georgia,Dzegvi
199362,"Ozamis-Gala,Ozamiz City,Misamis Occidental",Philippines,"Ozamis-Gala,Ozamiz City,Misamis Occidental"
199440,"Ozamis-P-2 Carangan, Ozamiz City",Philippines,"Ozamis-P-2 Carangan, Ozamiz City"
199448,Kapiri,Zambia,Kapiri
199499,Lukulu,Zambia,Lukulu
199503,"Cutog Grande,Reina Mercedes,Isabela",Philippines,"Cutog Grande,Reina Mercedes,Isabela"
199507,"San Lucas, Sacatepequez",Guatemala,"San Lucas, Sacatepequez"
199518,Nokalakevi,Georgia,Nokalakevi
199537,Kalabo,Zambia,Kalabo
199613,TBZ,Zambia,TBZ
199656,"Laperian, Tukuran, Zamboanga Del Sur",Philippines,"Laperian, Tukuran, Zamboanga Del Sur"
199670,"Pueblo Nuevo de los Angeles, El Oro.",Mexico,"Pueblo Nuevo de los Angeles, El Oro."
199788,Osiauri,Georgia,Osiauri
199910,"Acha-Kaindy village, Naryn region",Kyrgyzstan,"Acha-Kaindy village, Naryn region"
199933,"Sindangan-Dumalogdog, Sindangan, Zamboanga del Nor",Philippines,"Sindangan-Dumalogdog, Sindangan, Zamboanga del Nor"
199966,"Poblacion 1, Piat, Cagayan",Philippines,"Poblacion 1, Piat, Cagayan"
200025,"Perú, Cajamarca, San marcos",Peru,"Perú, Cajamarca, San marcos"
200056,"Ozamis-P Malinawon, Tinago, Ozamiz City, Misamis O",Philippines,"Ozamis-P Malinawon, Tinago, Ozamiz City, Misamis O"
200058,Orghuli,Georgia,Orghuli
200072,"Sindangan-Nipaan, Sindangan, Zamboanga del Norte",Philippines,"Sindangan-Nipaan, Sindangan, Zamboanga del Norte"
200120,"Kratie Province, Chhloung district",Cambodia,"Kratie Province, Chhloung district"
200156,"Kararcha village, Talas region",Kyrgyzstan,"Kararcha village, Talas region"
200338,"Sindangan-Tanjay, Calatunan, Sindangan, Zamboanga ",Philippines,"Sindangan-Tanjay, Calatunan, Sindangan, Zamboanga "
200383,Charnali,Georgia,Charnali
200450,"Tamchy-Bulak village, Talas region",Kyrgyzstan,"Tamchy-Bulak village, Talas region"
200453,Kabak village,Kyrgyzstan,Kabak village
200548,Chyrak village,Kyrgyzstan,Chyrak village
200627,Meenetkech village,Kyrgyzstan,Meenetkech village
200718,Momil,Colombia,Momil
200736,Ejido de Mayorazgo,Mexico,Ejido de Mayorazgo
200835,Cotzal,Guatemala,Cotzal
201413,La Selva Primera,Mexico,La Selva Primera
201419,"La Virgen del Centro, San Felipe del Progreso",Mexico,"La Virgen del Centro, San Felipe del Progreso"
201448,Aroma,Bolivia,Aroma
201514,"Tudela-Colupan Bajo, Sinacaban",Philippines,"Tudela-Colupan Bajo, Sinacaban"
201533,"Somerville, MA",United States,"Somerville, MA"
201553,Suñasivi,Bolivia,Suñasivi
201573,Pongohuyo,Bolivia,Pongohuyo
201631,"Marcos District, Talavera, Nueva Ecija",Philippines,"Marcos District, Talavera, Nueva Ecija"
201633,Cuauhtémoc,Mexico,Cuauhtémoc
201636,"Kodzho-Aryk village, Osh region",Kyrgyzstan,"Kodzho-Aryk village, Osh region"
201681,"Ziminila Camalaniugan, Cagayan",Philippines,"Ziminila Camalaniugan, Cagayan"
201758,"Kyzyl-Charba village, Osh  region",Kyrgyzstan,"Kyzyl-Charba village, Osh  region"
201779,Oklahoma,United States,Oklahoma
201850,Cuatro Caminos,Mexico,Cuatro Caminos
201853,"Rancho Tablas, Cosolapa Oacxaca",Mexico,"Rancho Tablas, Cosolapa Oacxaca"
201964,Dilikauri,Georgia,Dilikauri
202035,Ruisi,Georgia,Ruisi
202058,Lampung Tengah,Indonesia,Lampung Tengah
202153,"Ziminila, Camalaniugan, Cagayan",Philippines,"Ziminila, Camalaniugan, Cagayan"
202299,"Haghtanak village, Tavush region",Armenia,"Haghtanak village, Tavush region"
202311,Taia,Georgia,Taia
202442,"Bacolod, Ozamiz city",Philippines,"Bacolod, Ozamiz city"
202489,"Cobano, Puntarenas",Costa Rica,"Cobano, Puntarenas"
202504,Kvilishori,Georgia,Kvilishori
202537,EEnhana,Namibia,EEnhana
202588,Acul-du-Nord - North,Haiti,Acul-du-Nord - North
202625,Khabume,Georgia,Khabume
202642,"Diamantina,Cabatuan,Isabela",Philippines,"Diamantina,Cabatuan,Isabela"
202689,"Macanaya, Aparri, Cagayan",Philippines,"Macanaya, Aparri, Cagayan"
202703,"Afunan-Cabayu, Camalaniugan, Cagayan",Philippines,"Afunan-Cabayu, Camalaniugan, Cagayan"
202823,Rundu,Namibia,Rundu
203024,"Afunan-Cabayu, Camalaniugan,Cagayan",Philippines,"Afunan-Cabayu, Camalaniugan,Cagayan"
203133,"Ozamis-P2 Gotokan Daku, Ozamiz City, Misamis Occid",Philippines,"Ozamis-P2 Gotokan Daku, Ozamiz City, Misamis Occid"
203261,Zegduleti,Georgia,Zegduleti
203366,"Puangi, Dipaculao, Aurora",Philippines,"Puangi, Dipaculao, Aurora"
203444,Pekalongan,Indonesia,Pekalongan
203498,"Liloy, Labason Zamboanga Del Norte",Philippines,"Liloy, Labason Zamboanga Del Norte"
203641,Kakhaberi,Georgia,Kakhaberi
203657,Nyamasheke,Rwanda,Nyamasheke
203754,"Zhany-Dyikan village, Jalalabat region",Kyrgyzstan,"Zhany-Dyikan village, Jalalabat region"
203776,Centro 9 Aparri Cagayan,Philippines,Centro 9 Aparri Cagayan
203799,DIELI,Mali,DIELI
203823,"Gulstan village, Osh region",Kyrgyzstan,"Gulstan village, Osh region"
203858,Leogane,Haiti,Leogane
204045,Chkheri,Georgia,Chkheri
204064,Nuusuatia,Samoa,Nuusuatia
204093,Buxton Mombasa,Kenya,Buxton Mombasa
204112,Mchinji,Malawi,Mchinji
204124,"Andarayan South, Solana, Cagayan",Philippines,"Andarayan South, Solana, Cagayan"
204143,Hidalgo,Mexico,Hidalgo
204181,Namitete,Malawi,Namitete
204198,Nakuru West,Kenya,Nakuru West
204233,Puerto Quito,Ecuador,Puerto Quito
204255,Cuautitlan Izcalli,Mexico,Cuautitlan Izcalli
204256,Dowa,Malawi,Dowa
204278,Monkey bay,Malawi,Monkey bay
204279,Mwanza,Malawi,Mwanza
204293,"Mitundu, Lilongwe",Malawi,"Mitundu, Lilongwe"
204342,Ntchisi,Malawi,Ntchisi
204349,Thyolo,Malawi,Thyolo
204370,"Malosa, Zomba",Malawi,"Malosa, Zomba"
204391,"Solonet, Soroca",Moldova,"Solonet, Soroca"
204427,Nakuru East,Kenya,Nakuru East
204473,Chinteche,Malawi,Chinteche
204478,Berkanush village,Armenia,Berkanush village
204516,"Dipolog-Polanco, Zamboanga del Norte",Philippines,"Dipolog-Polanco, Zamboanga del Norte"
204532,"Changamwe, Mombasa",Kenya,"Changamwe, Mombasa"
204569,Kasungu,Malawi,Kasungu
204614,Lashe,Georgia,Lashe
204652,"Limon, Talamanca, Telire",Costa Rica,"Limon, Talamanca, Telire"
204658,"Molave - San Pablo, Dumingag,  Zamboanga del Sur",Philippines,"Molave - San Pablo, Dumingag,  Zamboanga del Sur"
204661,Nor Khachakap village,Armenia,Nor Khachakap village
204682,"Maligaya,Cauayan City,Isabela",Philippines,"Maligaya,Cauayan City,Isabela"
204733,Kara - Bulun village,Kyrgyzstan,Kara - Bulun village
204760,"Vaisala, Savaii",Samoa,"Vaisala, Savaii"
204794,Talata,Madagascar,Talata
204822,San Juan de Oriente,Nicaragua,San Juan de Oriente
204871,"Annafunan West, Tuguegarao City",Philippines,"Annafunan West, Tuguegarao City"
204947,Perdizes,Brazil,Perdizes
204967,"Curridabat, San Jose",Costa Rica,"Curridabat, San Jose"
205002,"Banteay Meanchey province, Ma Lay district",Cambodia,"Banteay Meanchey province, Ma Lay district"
205069,Kilfi,Kenya,Kilfi
205082,"Malibangcao, Clarin Mis. Occ.",Philippines,"Malibangcao, Clarin Mis. Occ."
205102,Suriqui,Bolivia,Suriqui
205166,"Aghitu village, Syunik region",Armenia,"Aghitu village, Syunik region"
205182,Frunze village,Kyrgyzstan,Frunze village
205206,Fagasa Savaii,Samoa,Fagasa Savaii
205306,"Sataua Tai, Savaii",Samoa,"Sataua Tai, Savaii"
205384,"Sto.Domingo, Piat, Cagayan",Philippines,"Sto.Domingo, Piat, Cagayan"
205393,"Sto. Domingo, Piat, Cagayan",Philippines,"Sto. Domingo, Piat, Cagayan"
205427,,Cameroon,
205550,mile 8 mankon Bamenda North West Region,Cameroon,mile 8 mankon Bamenda North West Region
205576,Kaneshie,Ghana,Kaneshie
205726,"San Francisco, Baggao, Cagayan",Philippines,"San Francisco, Baggao, Cagayan"
205827,Tabora,Ghana,Tabora
205904,Santa Njong,Cameroon,Santa Njong
205970,N'Gama,Mali,N'Gama
206053,Kazreti,Georgia,Kazreti
206054,Bamanan-Zambougou,Mali,Bamanan-Zambougou
206069,Minia,Egypt,Minia
206282,Kompong Thum,Cambodia,Kompong Thum
206705,"Tanza, Tuguegarao City",Philippines,"Tanza, Tuguegarao City"
206733,Onoghia,Georgia,Onoghia
206765,Las Piñas,Philippines,Las Piñas
207004,"Siem Reap Province, Banteay Srey Distrcit",Cambodia,"Siem Reap Province, Banteay Srey Distrcit"
207146,San Bernardo del Viento,Colombia,San Bernardo del Viento
207152,"Jimenez-Sinara Alto, Jimenez, Misamis Occidental",Philippines,"Jimenez-Sinara Alto, Jimenez, Misamis Occidental"
207157,Yolla,Mali,Yolla
207212,"Mean Chey district, Phnom Penh",Cambodia,"Mean Chey district, Phnom Penh"
207224,"Camanga Tukuran, Zamboanga Del Sur",Philippines,"Camanga Tukuran, Zamboanga Del Sur"
207262,Vakhani,Georgia,Vakhani
207334,"Oroquieta-Ibabao, Aloran ",Philippines,"Oroquieta-Ibabao, Aloran "
207353,Islari,Georgia,Islari
207407,"Pagadian-Paglaum, Dumalinao, ZDS",Philippines,"Pagadian-Paglaum, Dumalinao, ZDS"
207539,Chon-Tokoy village,Kyrgyzstan,Chon-Tokoy village
207547,Melauri,Georgia,Melauri
207552,Karatash village,Kyrgyzstan,Karatash village
207605,Baglan village,Kyrgyzstan,Baglan village
207619,Korumdu village,Kyrgyzstan,Korumdu village
207634,"Kyshtut village, Batken region",Kyrgyzstan,"Kyshtut village, Batken region"
207635,Chanchkhalo,Georgia,Chanchkhalo
207636,Leninskoe village,Kyrgyzstan,Leninskoe village
207647,Akho,Georgia,Akho
207660,Kampong Cham province; Kroch Chhma district,Cambodia,Kampong Cham province; Kroch Chhma district
207724,Malang,Indonesia,Malang
207767,"Kabartonjo, Baringo county",Kenya,"Kabartonjo, Baringo county"
207776,Sosnovka village,Kyrgyzstan,Sosnovka village
207822,FALADIE,Mali,FALADIE
207827,"Dodomol village, Naryn region",Kyrgyzstan,"Dodomol village, Naryn region"
207855,Mamati,Georgia,Mamati
207862,"Pengue Ruyu, Tuguegarao City",Philippines,"Pengue Ruyu, Tuguegarao City"
207906,"Jimenez-San Vicente, Sinacaban, Misamis Occidental",Philippines,"Jimenez-San Vicente, Sinacaban, Misamis Occidental"
207920,Ouré,Mali,Ouré
207948,Kokhnari,Georgia,Kokhnari
207999,"San Isidro, Perez Zeledon",Costa Rica,"San Isidro, Perez Zeledon"
208032,Birila,Mali,Birila
208057,Barwesa Baringo County,Kenya,Barwesa Baringo County
208084,Banoja,Georgia,Banoja
208112,"Pulupandan, Negros Occidental",Philippines,"Pulupandan, Negros Occidental"
208115,"Patulul, Suchitepequez",Guatemala,"Patulul, Suchitepequez"
208139,Alga village,Kyrgyzstan,Alga village
208192,Bashi,Georgia,Bashi
208211,"Berlin, Usulutan",El Salvador,"Berlin, Usulutan"
208288,Pailin,Cambodia,Pailin
208338,Jalalpur Jattan,Pakistan,Jalalpur Jattan
208382,"Cabuluan East Ballesteros, Cagayan",Philippines,"Cabuluan East Ballesteros, Cagayan"
